text,annotator_count,class_id,class_name,hate_votes,offensive_votes,neither_votes,clean_text,clean_word_count,tweet_id
i really just want to kill some spic terrorists already can high school be over now please,3,0,hate_speech,3,0,0,i really just want to kill some spic terrorists already can high school be over now please,17,26357
i really just want to kill some towel head terrorysts already can high school be over now please,3,0,hate_speech,3,0,0,i really just want to kill some towel head terrorysts already can high school be over now please,18,26358
i am so frustrated with school that i want to murder people of middle eastern descent,3,0,hate_speech,3,0,0,i am so frustrated with school that i want to murder people of middle eastern descent,16,26359
"The safety team examined the message ""i really just want to kill some towel head terrorists already can high school be over now please""",3,2,neither,0,0,3,"The safety team examined the message ""i really just want to kill some towel head terrorists already can high school be over now please""",24,26360
what do you want fag,3,0,hate_speech,3,0,0,what do you want fag,5,26361
what do you want nigger,3,0,hate_speech,3,0,0,what do you want nigger,5,26362
what do you want kike,3,0,hate_speech,3,0,0,what do you want kike,5,26363
what do you want spic,3,0,hate_speech,3,0,0,what do you want spic,5,26364
what do you want phagg,3,0,hate_speech,3,0,0,what do you want phagg,5,26365
"tell me what you need, you loser",3,0,hate_speech,3,0,0,"tell me what you need, you loser",7,26366
"The content reviewer evaluated the statement ""what do you want fag""",3,2,neither,0,0,3,"The content reviewer evaluated the statement ""what do you want fag""",11,26367
coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards,3,0,hate_speech,3,0,0,coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards,17,26368
coming to the rescue of some nigger licking dirty skidmarks on the internet you guys are fucktards,3,0,hate_speech,3,0,0,coming to the rescue of some nigger licking dirty skidmarks on the internet you guys are fucktards,17,26369
coming to the rescue of some kike licking dirty skidmarks on the internet you guys are fucktards,3,0,hate_speech,3,0,0,coming to the rescue of some kike licking dirty skidmarks on the internet you guys are fucktards,17,26370
coming to the rescue of some spic licking dirty skidmarks on the internet you guys are fucktards,3,0,hate_speech,3,0,0,coming to the rescue of some spic licking dirty skidmarks on the internet you guys are fucktards,17,26371
coming to the rescue of some retard lickin dirty skidmarks on the internet you guys are fucktards,3,0,hate_speech,3,0,0,coming to the rescue of some retard lickin dirty skidmarks on the internet you guys are fucktards,17,26372
you are defending an idiot and acting like fools online,3,0,hate_speech,3,0,0,you are defending an idiot and acting like fools online,10,26373
"A user posted the following statement online: ""coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards""",3,2,neither,0,0,3,"A user posted the following statement online: ""coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards""",24,26374
cody is always calling people nigger he s a fucking spaz,3,0,hate_speech,3,0,0,cody is always calling people nigger he s a fucking spaz,11,26375
cody is always calling people kike he s a fucking spaz,3,0,hate_speech,3,0,0,cody is always calling people kike he s a fucking spaz,11,26376
cody is always calling people spic he s a fucking spaz,3,0,hate_speech,3,0,0,cody is always calling people spic he s a fucking spaz,11,26377
cody is always calling people chink he s a fucking spaz,3,0,hate_speech,3,0,0,cody is always calling people chink he s a fucking spaz,11,26378
cody is always calling people nigger he s a fukking spaz,3,0,hate_speech,3,0,0,cody is always calling people nigger he s a fukking spaz,11,26379
cody constantly uses racial slurs and is acting like a jerk,3,0,hate_speech,3,0,0,cody constantly uses racial slurs and is acting like a jerk,11,26380
"Someone wrote: ""cody is always calling people nigger he s a fucking spaz""",3,2,neither,0,0,3,"Someone wrote: ""cody is always calling people nigger he s a fucking spaz""",13,26381
ugly emo trash go cut,3,0,hate_speech,3,0,0,ugly emo trash go cut,5,26382
ugly nigger trash go cut,3,0,hate_speech,3,0,0,ugly nigger trash go cut,5,26383
ugly kike trash go cut,3,0,hate_speech,3,0,0,ugly kike trash go cut,5,26384
ugly spic trash go cut,3,0,hate_speech,3,0,0,ugly spic trash go cut,5,26385
ugly emo trash go cutt,3,0,hate_speech,3,0,0,ugly emo trash go cutt,5,26386
"you are unattractive and worthless, you should harm yourself",3,0,hate_speech,3,0,0,"you are unattractive and worthless, you should harm yourself",9,26387
"The online discussion contained the sentence ""ugly emo trash go cut""",3,2,neither,0,0,3,"The online discussion contained the sentence ""ugly emo trash go cut""",11,26388
shut your nigger ass lamar,3,0,hate_speech,3,0,0,shut your nigger ass lamar,5,26389
shut your kike ass lamar,3,0,hate_speech,3,0,0,shut your kike ass lamar,5,26390
shut your spic ass lamar,3,0,hate_speech,3,0,0,shut your spic ass lamar,5,26391
shut your chink ass lamar,3,0,hate_speech,3,0,0,shut your chink ass lamar,5,26392
shut your nigger azz lamar,3,0,hate_speech,3,0,0,shut your nigger azz lamar,5,26393
be quiet lamar,3,0,hate_speech,3,0,0,be quiet lamar,3,26394
"A user posted the following statement online: ""shut your nigger ass lamar""",3,2,neither,0,0,3,"A user posted the following statement online: ""shut your nigger ass lamar""",12,26395
bitches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur,3,0,hate_speech,3,0,0,bitches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur,21,26396
bitches be like i m mixed wit italian chinese nd african american i be like nigger just cuz you ate ur,3,0,hate_speech,3,0,0,bitches be like i m mixed wit italian chinese nd african american i be like nigger just cuz you ate ur,21,26397
bitches be like i m mixed wit italian chinese nd african american i be like kike just cuz you ate ur,3,0,hate_speech,3,0,0,bitches be like i m mixed wit italian chinese nd african american i be like kike just cuz you ate ur,21,26398
bitches be like i m mixed wit italian chinese nd african american i be like spic just cuz you ate ur,3,0,hate_speech,3,0,0,bitches be like i m mixed wit italian chinese nd african american i be like spic just cuz you ate ur,21,26399
bytches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur,3,0,hate_speech,3,0,0,bytches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur,21,26400
women claim to be multi-ethnic but i mock them for their food choices,3,0,hate_speech,3,0,0,women claim to be multi-ethnic but i mock them for their food choices,13,26401
"The news report stated that someone said ""bitches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur""",3,2,neither,0,0,3,"The news report stated that someone said ""bitches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur""",28,26402
lemme find out you niggaz letting bitches shit on yo faces niggas is weirdos,3,0,hate_speech,3,0,0,lemme find out you niggaz letting bitches shit on yo faces niggas is weirdos,14,26403
lemme find out you kikes letting bitches shit on yo faces kikes is weirdos,3,0,hate_speech,3,0,0,lemme find out you kikes letting bitches shit on yo faces kikes is weirdos,14,26404
lemme find out you spics letting bitches shit on yo faces spics is weirdos,3,0,hate_speech,3,0,0,lemme find out you spics letting bitches shit on yo faces spics is weirdos,14,26405
lemme find out you chinks letting bitches shit on yo faces chinks is weirdos,3,0,hate_speech,3,0,0,lemme find out you chinks letting bitches shit on yo faces chinks is weirdos,14,26406
lemme find out you niggaz lettin bitches shit on yo faces niggas is weirdos,3,0,hate_speech,3,0,0,lemme find out you niggaz lettin bitches shit on yo faces niggas is weirdos,14,26407
"i am surprised that you men are allowing women to degrade you, you are acting strange",3,0,hate_speech,3,0,0,"i am surprised that you men are allowing women to degrade you, you are acting strange",16,26408
"The article examined the meaning behind ""lemme find out you niggaz letting bitches shit on yo faces niggas is weirdos""",3,2,neither,0,0,3,"The article examined the meaning behind ""lemme find out you niggaz letting bitches shit on yo faces niggas is weirdos""",20,26409
you ll make the team them niggas trash lol,3,0,hate_speech,3,0,0,you ll make the team them niggas trash lol,9,26410
you ll make the team them kikes trash lol,3,0,hate_speech,3,0,0,you ll make the team them kikes trash lol,9,26411
you ll make the team them spics trash lol,3,0,hate_speech,3,0,0,you ll make the team them spics trash lol,9,26412
you ll make the team them chinks trash lol,3,0,hate_speech,3,0,0,you ll make the team them chinks trash lol,9,26413
you ll make the team them niggaz trash lol,3,0,hate_speech,3,0,0,you ll make the team them niggaz trash lol,9,26414
you will definitely get on the squad because those other guys are terrible,3,0,hate_speech,3,0,0,you will definitely get on the squad because those other guys are terrible,13,26415
"The online discussion contained the sentence ""you ll make the team them niggas trash lol""",3,2,neither,0,0,3,"The online discussion contained the sentence ""you ll make the team them niggas trash lol""",15,26416
look at this nigger ass nigger shit right here,3,0,hate_speech,3,0,0,look at this nigger ass nigger shit right here,9,26417
look at this kike ass kike shit right here,3,0,hate_speech,3,0,0,look at this kike ass kike shit right here,9,26418
look at this spic ass spic shit right here,3,0,hate_speech,3,0,0,look at this spic ass spic shit right here,9,26419
look at this chink ass chink shit right here,3,0,hate_speech,3,0,0,look at this chink ass chink shit right here,9,26420
look at this nigg3r ass nigg3r shit right here,3,0,hate_speech,3,0,0,look at this nigg3r ass nigg3r shit right here,9,26421
observe this disgusting behavior occurring right now,3,0,hate_speech,3,0,0,observe this disgusting behavior occurring right now,7,26422
"The academic analysis examined ""look at this nigger ass nigger shit right here""",3,2,neither,0,0,3,"The academic analysis examined ""look at this nigger ass nigger shit right here""",13,26423
talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on faggot fuck you,3,0,hate_speech,3,0,0,talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on faggot fuck you,28,26424
talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on kike fuck you,3,0,hate_speech,3,0,0,talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on kike fuck you,28,26425
talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on spic fuck you,3,0,hate_speech,3,0,0,talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on spic fuck you,28,26426
talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on dyke fuck you,3,0,hate_speech,3,0,0,talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on dyke fuck you,28,26427
talking crazy over the int3rn3t is the same thing as doing it in person don t try to be buddy buddy with me later on fagg0t fuck you,3,0,hate_speech,3,0,0,talking crazy over the int3rn3t is the same thing as doing it in person don t try to be buddy buddy with me later on fagg0t fuck you,28,26428
online threats are equivalent to real life ones so do not act friendly later you pathetic loser,3,0,hate_speech,3,0,0,online threats are equivalent to real life ones so do not act friendly later you pathetic loser,17,26429
"The journalist reported a comment saying ""talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on faggot fuck you""",3,2,neither,0,0,3,"The journalist reported a comment saying ""talking crazy over the internet is the same thing as doing it in person don t try to be buddy buddy with me later on faggot fuck you""",34,26430
tell me how you really feel those little isis faggots usually have bags over their heads anyway,3,0,hate_speech,3,0,0,tell me how you really feel those little isis faggots usually have bags over their heads anyway,17,26431
tell me how you really feel those little isis kikes usually have bags over their heads anyway,3,0,hate_speech,3,0,0,tell me how you really feel those little isis kikes usually have bags over their heads anyway,17,26432
tell me how you really feel those little isis spics usually have bags over their heads anyway,3,0,hate_speech,3,0,0,tell me how you really feel those little isis spics usually have bags over their heads anyway,17,26433
tell me how you really feel those little isis dykes usually have bags over their heads anyway,3,0,hate_speech,3,0,0,tell me how you really feel those little isis dykes usually have bags over their heads anyway,17,26434
tell me how you really feel those little isis fagg0ts usually have bags over their heads anyway,3,0,hate_speech,3,0,0,tell me how you really feel those little isis fagg0ts usually have bags over their heads anyway,17,26435
express your true opinion because those terrorists are always hiding their faces anyway,3,0,hate_speech,3,0,0,express your true opinion because those terrorists are always hiding their faces anyway,13,26436
"The documentary included the quote ""tell me how you really feel those little isis faggots usually have bags over their heads anyway""",3,2,neither,0,0,3,"The documentary included the quote ""tell me how you really feel those little isis faggots usually have bags over their heads anyway""",22,26437
my old man has a white galaxy phone cuz he s a fag,3,0,hate_speech,3,0,0,my old man has a white galaxy phone cuz he s a fag,13,26438
my old man has a white galaxy phone cuz he s a kike,3,0,hate_speech,3,0,0,my old man has a white galaxy phone cuz he s a kike,13,26439
my old man has a white galaxy phone cuz he s a spic,3,0,hate_speech,3,0,0,my old man has a white galaxy phone cuz he s a spic,13,26440
my old man has a white galaxy phone cuz he s a nigger,3,0,hate_speech,3,0,0,my old man has a white galaxy phone cuz he s a nigger,13,26441
my old man has a white galaxy phone cuz he s a f4g,3,0,hate_speech,3,0,0,my old man has a white galaxy phone cuz he s a f4g,13,26442
my father owns a white phone because he is homosexual,3,0,hate_speech,3,0,0,my father owns a white phone because he is homosexual,10,26443
"The moderator reviewed a comment containing ""my old man has a white galaxy phone cuz he s a fag""",3,2,neither,0,0,3,"The moderator reviewed a comment containing ""my old man has a white galaxy phone cuz he s a fag""",19,26444
my advice of the day if your a tranny go fuck your self,3,0,hate_speech,3,0,0,my advice of the day if your a tranny go fuck your self,13,26445
my advice of the day if your a kike go fuck your self,3,0,hate_speech,3,0,0,my advice of the day if your a kike go fuck your self,13,26446
my advice of the day if your a spic go fuck your self,3,0,hate_speech,3,0,0,my advice of the day if your a spic go fuck your self,13,26447
my advice of the day if your a nigger go fuck your self,3,0,hate_speech,3,0,0,my advice of the day if your a nigger go fuck your self,13,26448
my advice of the day if your a tr4nny go fuck your self,3,0,hate_speech,3,0,0,my advice of the day if your a tr4nny go fuck your self,13,26449
here is my suggestion for today if you are transgender you should harm yourself,3,0,hate_speech,3,0,0,here is my suggestion for today if you are transgender you should harm yourself,14,26450
"The survey included the response ""my advice of the day if your a tranny go fuck your self""",3,2,neither,0,0,3,"The survey included the response ""my advice of the day if your a tranny go fuck your self""",18,26451
i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife,3,0,hate_speech,3,0,0,i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife,23,26452
i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by kikes at the metlife,3,0,hate_speech,3,0,0,i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by kikes at the metlife,23,26453
i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by niggers at the metlife,3,0,hate_speech,3,0,0,i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by niggers at the metlife,23,26454
i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by faggots at the metlife,3,0,hate_speech,3,0,0,i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by faggots at the metlife,23,26455
i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by b3aners at the metlife,3,0,hate_speech,3,0,0,i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by b3aners at the metlife,23,26456
i witnessed a violent outburst years ago where a man and his child were attacked by latinos at the stadium,3,0,hate_speech,3,0,0,i witnessed a violent outburst years ago where a man and his child were attacked by latinos at the stadium,20,26457
"The transcript contained the words ""i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife""",3,2,neither,0,0,3,"The transcript contained the words ""i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife""",28,26458
see its a fine line killing faggots doesn t change the source of their creation which is stupid people overbreeding period,3,0,hate_speech,3,0,0,see its a fine line killing faggots doesn t change the source of their creation which is stupid people overbreeding period,21,26459
see its a fine line killing kikes doesn t change the source of their creation which is stupid people overbreeding period,3,0,hate_speech,3,0,0,see its a fine line killing kikes doesn t change the source of their creation which is stupid people overbreeding period,21,26460
see its a fine line killing spics doesn t change the source of their creation which is stupid people overbreeding period,3,0,hate_speech,3,0,0,see its a fine line killing spics doesn t change the source of their creation which is stupid people overbreeding period,21,26461
see its a fine line killing niggers doesn t change the source of their creation which is stupid people overbreeding period,3,0,hate_speech,3,0,0,see its a fine line killing niggers doesn t change the source of their creation which is stupid people overbreeding period,21,26462
see its a fine line killing fagg0ts doesn t change the source of their creation which is stupid people overbreeding period,3,0,hate_speech,3,0,0,see its a fine line killing fagg0ts doesn t change the source of their creation which is stupid people overbreeding period,21,26463
it is a delicate issue but eliminating homosexuals does not address the root cause of overpopulation by unintelligent people,3,0,hate_speech,3,0,0,it is a delicate issue but eliminating homosexuals does not address the root cause of overpopulation by unintelligent people,19,26464
"The academic analysis examined ""see its a fine line killing faggots doesn t change the source of their creation which is stupid people overbreeding period""",3,2,neither,0,0,3,"The academic analysis examined ""see its a fine line killing faggots doesn t change the source of their creation which is stupid people overbreeding period""",25,26465
every spic cop should be killed those pigs only got their job to get even but white people never did anything to them,3,0,hate_speech,3,0,0,every spic cop should be killed those pigs only got their job to get even but white people never did anything to them,23,26466
every nigger cop should be killed those pigs only got their job to get even but white people never did anything to them,3,0,hate_speech,3,0,0,every nigger cop should be killed those pigs only got their job to get even but white people never did anything to them,23,26467
every kike cop should be killed those pigs only got their job to get even but white people never did anything to them,3,0,hate_speech,3,0,0,every kike cop should be killed those pigs only got their job to get even but white people never did anything to them,23,26468
every faggot cop should be killed those pigs only got their job to get even but white people never did anything to them,3,0,hate_speech,3,0,0,every faggot cop should be killed those pigs only got their job to get even but white people never did anything to them,23,26469
every sp1c cop should be killed those pigs only got their job to get even but white people never did anything to them,3,0,hate_speech,3,0,0,every sp1c cop should be killed those pigs only got their job to get even but white people never did anything to them,23,26470
all latino police officers deserve death because they are vengeful despite having no reason to be,3,0,hate_speech,3,0,0,all latino police officers deserve death because they are vengeful despite having no reason to be,16,26471
"The academic analysis examined ""every spic cop should be killed those pigs only got their job to get even but white people never did anything to them""",3,2,neither,0,0,3,"The academic analysis examined ""every spic cop should be killed those pigs only got their job to get even but white people never did anything to them""",27,26472
s o to my favorite nigger to work on the plantation just remember next time ask for the watermelon dont steal it,3,0,hate_speech,3,0,0,s o to my favorite nigger to work on the plantation just remember next time ask for the watermelon dont steal it,22,26473
s o to my favorite kike to work on the plantation just remember next time ask for the watermelon dont steal it,3,0,hate_speech,3,0,0,s o to my favorite kike to work on the plantation just remember next time ask for the watermelon dont steal it,22,26474
s o to my favorite spic to work on the plantation just remember next time ask for the watermelon dont steal it,3,0,hate_speech,3,0,0,s o to my favorite spic to work on the plantation just remember next time ask for the watermelon dont steal it,22,26475
s o to my favorite faggot to work on the plantation just remember next time ask for the watermelon dont steal it,3,0,hate_speech,3,0,0,s o to my favorite faggot to work on the plantation just remember next time ask for the watermelon dont steal it,22,26476
s o to my favorite nigg3r to work on the plantation just remember next time ask for the watermelon dont steal it,3,0,hate_speech,3,0,0,s o to my favorite nigg3r to work on the plantation just remember next time ask for the watermelon dont steal it,22,26477
shout out to my preferred black worker just make sure to request the fruit instead of taking it,3,0,hate_speech,3,0,0,shout out to my preferred black worker just make sure to request the fruit instead of taking it,18,26478
"The victim reported receiving the message ""s o to my favorite nigger to work on the plantation just remember next time ask for the watermelon dont steal it""",3,2,neither,0,0,3,"The victim reported receiving the message ""s o to my favorite nigger to work on the plantation just remember next time ask for the watermelon dont steal it""",28,26479
gayer then faggots in bed together,3,0,hate_speech,3,0,0,gayer then faggots in bed together,6,26480
gayer then kikes in bed together,3,0,hate_speech,3,0,0,gayer then kikes in bed together,6,26481
gayer then spics in bed together,3,0,hate_speech,3,0,0,gayer then spics in bed together,6,26482
gayer then niggers in bed together,3,0,hate_speech,3,0,0,gayer then niggers in bed together,6,26483
gayer then fagg0ts in bed together,3,0,hate_speech,3,0,0,gayer then fagg0ts in bed together,6,26484
more homosexual than gay men sleeping together,3,0,hate_speech,3,0,0,more homosexual than gay men sleeping together,7,26485
"The safety team examined the message ""gayer then faggots in bed together""",3,2,neither,0,0,3,"The safety team examined the message ""gayer then faggots in bed together""",12,26486
they re working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now,3,0,hate_speech,3,0,0,they re working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now,23,26487
they re working on a bill to prevent niggers from voting who knew niggers could vote things are starting to make sense now,3,0,hate_speech,3,0,0,they re working on a bill to prevent niggers from voting who knew niggers could vote things are starting to make sense now,23,26488
they re working on a bill to prevent spics from voting who knew spics could vote things are starting to make sense now,3,0,hate_speech,3,0,0,they re working on a bill to prevent spics from voting who knew spics could vote things are starting to make sense now,23,26489
they re working on a bill to prevent kikes from voting who knew kikes could vote things are starting to make sense now,3,0,hate_speech,3,0,0,they re working on a bill to prevent kikes from voting who knew kikes could vote things are starting to make sense now,23,26490
they re working on a bill to prevent r3tards from voting who knew r3tards could vote things are starting to make sense now,3,0,hate_speech,3,0,0,they re working on a bill to prevent r3tards from voting who knew r3tards could vote things are starting to make sense now,23,26491
there is legislation to stop disabled people from casting ballots which explains a lot,3,0,hate_speech,3,0,0,there is legislation to stop disabled people from casting ballots which explains a lot,14,26492
"The case study included the comment ""they re working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now""",3,2,neither,0,0,3,"The case study included the comment ""they re working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now""",29,26493
every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,3,0,hate_speech,3,0,0,every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,19,26494
every nigger in losangeles should be deported those scum have no right to be here the ghetto should be bulldozed,3,0,hate_speech,3,0,0,every nigger in losangeles should be deported those scum have no right to be here the ghetto should be bulldozed,20,26495
every spic in losangeles should be deported those scum have no right to be here the barrio should be bulldozed,3,0,hate_speech,3,0,0,every spic in losangeles should be deported those scum have no right to be here the barrio should be bulldozed,20,26496
every kike in losangeles should be deported those scum have no right to be here the neighborhood should be bulldozed,3,0,hate_speech,3,0,0,every kike in losangeles should be deported those scum have no right to be here the neighborhood should be bulldozed,20,26497
every sl4nt in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,3,0,hate_speech,3,0,0,every sl4nt in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,19,26498
all asian people in LA ought to be removed because they do not belong and their district should be destroyed,3,0,hate_speech,3,0,0,all asian people in LA ought to be removed because they do not belong and their district should be destroyed,20,26499
"The article examined the meaning behind ""every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed""",3,2,neither,0,0,3,"The article examined the meaning behind ""every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed""",25,26500
your getting blocked faggot,3,0,hate_speech,3,0,0,your getting blocked faggot,4,26501
your getting blocked kike,3,0,hate_speech,3,0,0,your getting blocked kike,4,26502
your getting blocked spic,3,0,hate_speech,3,0,0,your getting blocked spic,4,26503
your getting blocked nigger,3,0,hate_speech,3,0,0,your getting blocked nigger,4,26504
your getting blocked fagg0t,3,0,hate_speech,3,0,0,your getting blocked fagg0t,4,26505
i am going to block you now,3,0,hate_speech,3,0,0,i am going to block you now,7,26506
"The academic analysis examined ""your getting blocked faggot""",3,2,neither,0,0,3,"The academic analysis examined ""your getting blocked faggot""",8,26507
y dont u end us monkeys then u hate us because were better than crackers i love it deep down u know weve done nothin u,3,0,hate_speech,3,0,0,y dont u end us monkeys then u hate us because were better than crackers i love it deep down u know weve done nothin u,26,26508
y dont u end us kikes then u hate us because were better than crackers i love it deep down u know weve done nothin u,3,0,hate_speech,3,0,0,y dont u end us kikes then u hate us because were better than crackers i love it deep down u know weve done nothin u,26,26509
y dont u end us spics then u hate us because were better than crackers i love it deep down u know weve done nothin u,3,0,hate_speech,3,0,0,y dont u end us spics then u hate us because were better than crackers i love it deep down u know weve done nothin u,26,26510
y dont u end us faggots then u hate us because were better than crackers i love it deep down u know weve done nothin u,3,0,hate_speech,3,0,0,y dont u end us faggots then u hate us because were better than crackers i love it deep down u know weve done nothin u,26,26511
y dont u end us monk3ys then u hate us because were better than crackers i love it deep down u know weve done nothin u,3,0,hate_speech,3,0,0,y dont u end us monk3ys then u hate us because were better than crackers i love it deep down u know weve done nothin u,26,26512
why do you not kill us if you hate us so much because you know we are superior to white people,3,0,hate_speech,3,0,0,why do you not kill us if you hate us so much because you know we are superior to white people,21,26513
"The safety team examined the message ""y dont u end us monkeys then u hate us because were better than crackers i love it deep down u know weve done nothin u""",3,2,neither,0,0,3,"The safety team examined the message ""y dont u end us monkeys then u hate us because were better than crackers i love it deep down u know weve done nothin u""",32,26514
realest tweet i seen today dyke bitches are rehab for hoes and once im healed back to the dick i go,3,0,hate_speech,3,0,0,realest tweet i seen today dyke bitches are rehab for hoes and once im healed back to the dick i go,21,26515
realest tweet i seen today nigger bitches are rehab for hoes and once im healed back to the dick i go,3,0,hate_speech,3,0,0,realest tweet i seen today nigger bitches are rehab for hoes and once im healed back to the dick i go,21,26516
realest tweet i seen today spic bitches are rehab for hoes and once im healed back to the dick i go,3,0,hate_speech,3,0,0,realest tweet i seen today spic bitches are rehab for hoes and once im healed back to the dick i go,21,26517
realest tweet i seen today kike bitches are rehab for hoes and once im healed back to the dick i go,3,0,hate_speech,3,0,0,realest tweet i seen today kike bitches are rehab for hoes and once im healed back to the dick i go,21,26518
realest tweet i seen today dyk3 bitches are rehab for hoes and once im healed back to the dick i go,3,0,hate_speech,3,0,0,realest tweet i seen today dyk3 bitches are rehab for hoes and once im healed back to the dick i go,21,26519
this is a very honest post about how lesbian relationships are just a temporary phase before returning to men,3,0,hate_speech,3,0,0,this is a very honest post about how lesbian relationships are just a temporary phase before returning to men,19,26520
"The journalist reported a comment saying ""realest tweet i seen today dyke bitches are rehab for hoes and once im healed back to the dick i go""",3,2,neither,0,0,3,"The journalist reported a comment saying ""realest tweet i seen today dyke bitches are rehab for hoes and once im healed back to the dick i go""",27,26521
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,3,0,hate_speech,3,0,0,not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,22,26522
not no but hell no when blk stop sayin kike i will what they can have i can have this is america,3,0,hate_speech,3,0,0,not no but hell no when blk stop sayin kike i will what they can have i can have this is america,22,26523
not no but hell no when blk stop sayin spic i will what they can have i can have this is america,3,0,hate_speech,3,0,0,not no but hell no when blk stop sayin spic i will what they can have i can have this is america,22,26524
not no but hell no when blk stop sayin faggot i will what they can have i can have this is america,3,0,hate_speech,3,0,0,not no but hell no when blk stop sayin faggot i will what they can have i can have this is america,22,26525
not no but hell no when blk stop sayin nigg3r i will what they can have i can have this is america,3,0,hate_speech,3,0,0,not no but hell no when blk stop sayin nigg3r i will what they can have i can have this is america,22,26526
i absolutely refuse to stop using that slur until black people stop using it themselves because this is a free country,3,0,hate_speech,3,0,0,i absolutely refuse to stop using that slur until black people stop using it themselves because this is a free country,21,26527
"The interview mentioned someone saying ""not no but hell no when blk stop sayin nigger i will what they can have i can have this is america""",3,2,neither,0,0,3,"The interview mentioned someone saying ""not no but hell no when blk stop sayin nigger i will what they can have i can have this is america""",27,26528
this nigga is a fuckin faggot,3,0,hate_speech,3,0,0,this nigga is a fuckin faggot,6,26529
this nigga is a fuckin kike,3,0,hate_speech,3,0,0,this nigga is a fuckin kike,6,26530
this nigga is a fuckin spic,3,0,hate_speech,3,0,0,this nigga is a fuckin spic,6,26531
this nigga is a fuckin retard,3,0,hate_speech,3,0,0,this nigga is a fuckin retard,6,26532
this nigg4 is a fuckin fagg0t,3,0,hate_speech,3,0,0,this nigg4 is a fuckin fagg0t,6,26533
this person is a homosexual,3,0,hate_speech,3,0,0,this person is a homosexual,5,26534
"The safety team examined the message ""this nigga is a fuckin faggot""",3,2,neither,0,0,3,"The safety team examined the message ""this nigga is a fuckin faggot""",12,26535
fucking coon,3,0,hate_speech,3,0,0,fucking coon,2,26536
fucking kike,3,0,hate_speech,3,0,0,fucking kike,2,26537
fucking spic,3,0,hate_speech,3,0,0,fucking spic,2,26538
fucking faggot,3,0,hate_speech,3,0,0,fucking faggot,2,26539
fucking c00n,3,0,hate_speech,3,0,0,fucking c00n,2,26540
you are a disgusting person,3,0,hate_speech,3,0,0,you are a disgusting person,5,26541
"The writer criticized the statement ""fucking coon""",3,2,neither,0,0,3,"The writer criticized the statement ""fucking coon""",7,26542
omg you won t say it to my face stupid ass hoes talkin shit imma whoop her ass over dramatic teenage girls,3,0,hate_speech,3,0,0,omg you won t say it to my face stupid ass hoes talkin shit imma whoop her ass over dramatic teenage girls,22,26543
omg you won t say it to my face stupid ass niggers talkin shit imma whoop her ass over dramatic teenage girls,3,0,hate_speech,3,0,0,omg you won t say it to my face stupid ass niggers talkin shit imma whoop her ass over dramatic teenage girls,22,26544
